48,48,48,48,48,48,48,50,50,50,50,50,87,50,50,50,48,48,48,48,48,48,48,48,48,48,50,50,50,50,50,50,50,50,50,50,50,50,50,50,48,48,48,48,87,48,48,48,50,50,50,48,48,48,48,48,50,50,50,50,50,50,50,51,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,43,59,93,78,78,78,78,56,66,66,66,66,66,66,66,66,66,56,56,56,56,56,93,66,66,66,66,66,66,66,66,66,66,66,66,66,56,56,56,56,66,66,66,66,56,56,56,56,57,42,49,60,60,60,60,60,60,85,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
50,50,50,60,50,50,50,50,50,50,50,50,87,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,87,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,51,42,42,42,42,42,42,42,42,64,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,43,59,56,93,114,56,56,114,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,93,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,57,42,49,60,60,60,60,60,84,85,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
50,50,50,50,50,50,50,50,50,50,50,50,87,50,50,50,50,72,50,50,50,50,50,50,50,50,50,50,72,50,50,50,50,50,50,50,50,50,60,50,50,50,50,50,87,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,40,63,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,70,42,42,42,71,42,42,42,42,42,42,71,42,42,42,42,42,42,42,42,43,59,56,56,93,78,78,78,78,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,93,56,56,56,56,56,56,56,79,80,80,80,80,80,80,80,94,80,80,80,80,80,80,80,80,119,57,42,49,60,60,60,60,60,60,85,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
50,50,50,50,111,50,50,50,72,50,50,50,87,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,60,50,50,50,50,50,50,50,50,50,50,50,50,50,87,50,50,50,50,50,50,50,50,50,50,111,50,50,50,50,50,40,63,42,64,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,43,59,56,56,56,93,114,56,56,114,56,117,56,56,56,90,56,56,56,56,56,66,56,56,56,93,56,56,56,56,56,56,56,93,56,56,56,56,56,56,56,91,90,90,90,56,56,56,56,56,56,57,42,49,60,60,60,60,60,60,85,60,60,60,60,60,60,60,60,84,60,60,60,60,60,60,60,60,60,111,60,60,60,60,40,62,62,41,60,60,60,60,60,60,50,50,50,60,60,60
50,50,50,50,50,50,50,50,50,50,50,50,87,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,87,50,50,72,50,50,50,50,50,50,50,50,50,50,50,40,62,63,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,43,59,56,66,56,56,93,78,78,78,78,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,93,56,56,56,56,56,56,56,93,56,56,56,56,54,54,56,93,90,90,90,56,56,66,56,56,46,69,42,49,60,60,60,60,60,60,97,98,98,98,98,98,98,98,98,98,98,98,98,98,75,60,60,60,60,60,60,60,60,60,51,42,42,61,62,62,41,60,60,50,50,50,60,60,60,60
50,50,50,50,50,50,50,60,50,50,50,50,87,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,109,109,109,109,50,50,50,50,50,60,50,87,50,50,50,50,50,50,50,50,50,50,50,50,50,50,51,65,42,42,42,42,42,42,42,65,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,43,44,44,44,45,42,42,71,42,42,42,42,42,55,56,56,56,56,56,103,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,95,80,80,80,80,80,80,80,105,56,56,56,56,54,54,56,93,90,90,90,56,56,56,56,56,57,71,42,49,60,60,60,72,108,72,108,72,60,60,60,60,60,60,60,60,60,60,60,60,85,60,60,60,60,60,60,60,60,40,63,42,42,42,42,42,49,50,50,50,50,50,60,60,60,60
50,50,50,50,50,50,60,60,60,50,50,50,87,50,50,50,50,50,50,50,50,50,50,60,50,50,50,111,50,50,50,50,50,109,109,109,109,50,50,50,50,50,50,50,87,50,50,50,50,50,50,50,50,50,50,50,50,50,40,63,42,42,42,42,42,42,64,42,42,42,42,42,42,42,42,70,42,42,42,42,42,71,42,42,42,43,59,56,56,56,57,42,42,42,42,42,42,42,43,59,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,115,115,115,56,56,56,56,56,56,56,56,56,56,56,54,54,56,93,56,56,56,56,56,56,56,46,69,42,37,53,60,60,60,72,50,72,50,72,60,60,60,60,60,60,60,60,60,60,60,60,85,60,60,60,60,60,60,60,60,51,42,42,42,42,42,42,49,50,50,50,50,50,60,60,60,60
50,50,50,50,72,50,60,60,60,50,50,50,87,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,109,109,109,109,50,50,50,50,50,50,50,87,50,50,50,50,50,50,50,50,50,50,50,50,40,63,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,65,42,42,42,42,43,59,114,56,78,56,57,42,42,42,42,42,42,42,55,90,56,115,115,115,115,56,56,56,78,56,56,56,56,56,56,56,56,56,78,56,56,56,56,56,115,115,115,56,56,56,56,56,56,56,56,56,56,56,56,56,56,93,56,56,56,56,56,56,56,57,42,42,49,60,60,60,60,72,50,72,50,72,60,60,60,60,60,60,60,60,60,60,60,60,85,60,60,60,60,60,60,60,60,51,42,64,42,42,42,42,49,60,60,50,50,60,60,60,60,60
50,50,50,50,50,50,50,60,60,60,50,50,87,50,50,50,50,50,50,60,50,50,50,50,50,50,50,50,50,50,50,50,50,109,109,109,109,50,50,50,50,50,50,50,87,50,50,50,50,50,50,50,50,50,50,50,50,51,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,55,56,56,56,78,56,57,42,42,42,42,70,42,42,55,56,56,115,115,115,115,56,56,56,56,56,56,56,56,46,68,68,68,68,68,47,56,56,56,56,115,115,115,56,56,56,56,56,90,56,56,56,56,56,56,117,56,93,56,56,56,56,56,56,46,69,42,37,53,60,60,60,60,72,108,72,108,72,60,60,60,60,60,60,60,60,60,60,60,60,85,60,60,60,60,60,60,60,60,52,39,42,42,42,42,37,53,60,60,60,60,60,60,60,60,60
50,50,50,50,50,50,50,50,60,50,50,50,87,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,73,98,98,98,98,98,98,89,98,98,98,98,98,98,98,98,98,98,113,40,63,42,42,42,42,42,65,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,55,56,114,56,78,46,69,42,42,42,42,42,42,42,67,47,56,115,115,115,115,56,56,56,56,54,54,46,68,69,42,42,42,42,42,67,47,56,56,56,115,115,115,56,56,56,56,56,56,56,56,56,56,56,56,56,56,93,56,56,56,56,56,56,57,42,42,49,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,84,60,85,60,60,60,60,60,60,60,60,60,52,38,38,38,38,53,60,60,60,60,60,60,60,60,60,60
50,50,50,50,50,50,50,50,50,50,50,50,87,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,60,50,50,50,50,50,50,87,60,60,50,50,50,50,50,50,50,50,50,50,50,72,108,72,108,72,51,42,42,42,65,42,42,42,42,42,42,42,37,38,38,39,42,42,42,42,42,42,42,42,42,42,42,42,67,47,56,56,56,57,42,42,42,42,42,42,42,42,42,55,56,56,56,56,56,66,56,56,46,68,68,69,42,42,42,42,42,42,42,42,67,47,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,93,56,56,54,54,54,56,57,42,37,53,60,60,60,60,60,60,60,60,60,60,50,60,60,60,60,60,60,60,60,60,60,60,85,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,111,60,60
98,98,98,98,98,98,98,98,98,98,98,98,89,98,98,98,98,98,98,98,98,98,98,98,98,98,75,50,50,50,50,50,50,50,50,50,50,87,60,60,60,50,50,50,50,50,50,50,60,50,50,72,50,72,50,72,51,42,42,42,42,42,42,42,42,42,64,37,53,60,50,51,42,42,42,42,42,42,42,42,42,42,42,42,42,67,68,68,68,69,42,42,42,42,42,42,42,42,42,67,47,56,56,56,56,56,46,68,69,42,42,42,42,42,42,42,42,42,42,42,42,55,56,56,78,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,93,56,54,54,54,54,54,57,42,49,60,60,60,60,60,60,60,60,60,60,50,50,50,50,60,60,60,60,60,60,60,60,60,85,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
